ID,Decreased_Death,Enjoyment,Flow,Increased_Distance,NetScore,game_experience,game_skill,mario_experience,sl,RATIO,DET,DIV,Lmax,Lmean,LmeanwithoutMain,ENTR,TREND,LAM,Vmax,Vmean,REC
50,2,4,7.333333333333333,1,400,0,3,0,2.833032816,1357.5979163495892,0.4742256045055738,0.16666666666666666,6,4.855134619966643,2.213060057197331,0.5650708203661033,-6.640857542549254e-8,0.12702180641858082,6,2.484296768320437,3.493122660210816e-4
51,2,1,1.2222222222222223,10,1800,0,2,0,1.636396924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,-1,1,2.7222222222222223,-4,600,0,1,0,0.4839059675,206.4858854684504,0.6238887881600632,0.037037037037037035,27,3.162092471436997,3.0104515279530366,1.3766143240441726,-7.354958404181932e-7,0.605343558962896,28,4.320880819007147,0.0030214597319553308
55,0,3,4.305555555555555,9,3600,0,2,0,0.05779716467,130.61854578124166,0.6131505923714036,0.05555555555555555,18,2.8401812713446195,2.7505216484089723,1.1916582204139792,-7.834658699796116e-7,0.6024557063146985,19,3.6504286079836232,0.004694207768920507
56,1,4,5.111111111111111,8,-1e3,1,4,1,0.04767103348,83.72831561006203,0.7099962611275386,0.027777777777777776,36,3.1308830429747867,3.083582295155361,1.43456734382126,-2.214311456516894e-6,0.6899488760441753,37,4.31232992055841,0.008479762861038792
57,0,3,3.3055555555555554,5,0,5,3,0,0.1694915254,116.11890905228562,0.6517906685959047,0.03225806451612903,31,3.0407840813706613,2.964237850038795,1.353988056451687,-1.4295496173225698e-6,0.605002109159194,26,4.113796648504164,0.005613131176614988
60,0,4,4.611111111111111,3,-800,0,3,0,0.007270083606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,2,2,2.9166666666666665,3,-600,0,2,0,0.0734484025,115.39738691552957,0.7190410278683179,0.03333333333333333,30,3.419387840455034,3.3493334019663354,1.597981865180161,-1.633467364357973e-6,0.670762282450009,31,4.949175385352608,0.006230999220065989
62,-1,3,4.361111111111111,4,1e3,0,4,0,0.01870187019,60.02998948175303,0.7378785982606484,0.02857142857142857,35,3.2920631821108097,3.258794813119756,1.5466039994140206,-2.9926681412809842e-6,0.7252092467254657,36,4.746361178745345,0.012291832876048348
63,2,3,3.25,0,6e3,6,3,0,0.0241492865,134.2770507380827,0.6460116029259553,0.05,20,2.8927533748257086,2.8076275939427933,1.238314323961784,-7.994326718670414e-7,0.6385297161892999,20,3.7896921266183483,0.004811035090322684
65,2,2,3.4444444444444446,21,3400,0,2,0,2.646800731,4534.600918941755,0.7110270212652561,0.16666666666666666,6,12.43336439888164,2.2406716417910446,0.616400367305904,-1.574586779589937e-8,0.10488727815381335,5,2.4508094645080947,1.568003522195707e-4
66,2,3,3.8333333333333335,33,7e3,5,2,0,NA,6164.20597102663,0.7770373825548078,0.2,5,33.412607449856736,2.1551724137931036,0.4608466937444702,-7.547993469683048e-9,0.04571200106616912,6,2.3333333333333335,1.260563625237517e-4
67,-2,5,5.472222222222222,0,200,0,4,0,4.215909091,13.764021963361854,0.7038428924842649,0.019230769230769232,52,3.1582921550703422,3.1503996727044923,1.4818661982015764,-8.031965567620718e-6,0.6517170635050658,53,4.512774056646686,0.05113642613749155
68,4,4,5.055555555555555,15,8600,1,3,1,0.04534005038,4848.954330381154,0.7126789898463942,0.16666666666666666,6,13.511352418558737,2.2292490118577075,0.594511764368156,-7.886104266561239e-9,0.09674563915646966,7,2.422425032594524,0.00014697580989391867
70,-3,4,4.527777777777778,-9,-10600,0,3,0,NA,2279.744890527518,0.5251244413763034,0.25,4,8.711874623267029,2.1242460796139926,0.39396525300703694,-3.654701315491935e-8,0.08127747701922029,5,2.287321063394683,2.303435106086774e-4
